Date,Slope,R-Value,Wind Speed,Relative Humidity
2010-01-01,nan,nan,5.2000000000000002,72.700000000000003
2010-01-02,nan,nan,14.666666666666666,54.666666666666664
2010-01-05,nan,nan,10.181818181818182,52.81818181818182
2010-01-09,nan,nan,6.666666666666667,43.0
2010-01-12,nan,nan,9.304347826086957,53.260869565217391
2010-01-16,nan,nan,5.5454545454545459,50.909090909090907
2010-01-17,nan,nan,nan,91.769230769230774
2010-01-23,nan,nan,1.5,60.5
2010-01-24,nan,nan,0.0,90.36363636363636
2010-01-29,nan,nan,9.5833333333333339,39.833333333333336
2010-02-01,nan,nan,8.0416666666666661,42.25
2010-02-02,nan,nan,4.5,54.0
2010-02-03,nan,nan,5.541666666666667,76.0
2010-02-04,nan,nan,8.8333333333333339,39.916666666666664
2010-02-05,nan,nan,4.708333333333333,48.125
2010-02-06,nan,nan,13.916666666666666,49.916666666666664
2010-02-07,nan,nan,10.041666666666666,49.083333333333336
2010-02-08,nan,nan,9.6666666666666661,50.625
2010-02-09,nan,nan,5.083333333333333,56.333333333333336
2010-02-10,-0.23843692038715403,-0.14622689365543906,11.708333333333334,91.958333333333329
2010-02-11,nan,nan,11.708333333333334,57.75
2010-02-12,nan,nan,8.3333333333333339,51.666666666666664
2010-02-13,nan,nan,8.7083333333333339,53.958333333333336
2010-02-14,-0.97418311371122324,-0.56935499654022537,9.0416666666666661,55.958333333333336
2010-02-15,0.020537015108458873,0.01080365046114771,7.166666666666667,58.333333333333336
2010-02-16,nan,nan,5.708333333333333,89.875
2010-02-17,nan,nan,8.125,67.125
2010-02-18,nan,nan,9.7916666666666661,60.458333333333336
2010-02-19,-0.45890020518429114,-0.48612931440797658,11.416666666666666,54.666666666666664
2010-02-20,nan,nan,8.1666666666666661,59.625
2010-02-21,nan,nan,9.4583333333333339,45.041666666666664
2010-02-22,nan,nan,nan,58.130434782608695
2010-02-23,nan,nan,14.291666666666666,93.25
2010-02-24,nan,nan,7.625,90.5
2010-02-25,nan,nan,nan,93.708333333333329
2010-02-26,nan,nan,nan,90.75
2010-02-27,-1.9966336541834051,-0.48195822900290897,nan,79.0
2010-02-28,0.053967314314255797,0.014517615888932352,3.8333333333333335,73.166666666666671
2010-03-01,nan,nan,9.75,58.541666666666664
2010-03-02,nan,nan,5.375,66.333333333333329
2010-03-03,nan,nan,10.458333333333334,78.416666666666671
2010-03-04,nan,nan,7.875,53.375
2010-03-05,nan,nan,7.541666666666667,43.708333333333336
2010-03-06,-0.34340361404082692,-0.30630195226555373,7.083333333333333,26.5
2010-03-07,nan,nan,7.125,35.5
2010-03-08,nan,nan,7.208333333333333,35.375
2010-03-09,nan,nan,4.458333333333333,35.375
2010-03-10,nan,nan,4.958333333333333,43.666666666666664
2010-03-11,nan,nan,8.9166666666666661,69.958333333333329
2010-03-12,nan,nan,nan,83.375
2010-03-13,nan,nan,nan,93.882352941176464
2010-03-14,nan,nan,14.625,89.416666666666671
2010-03-15,nan,nan,11.5,82.666666666666671
2010-03-16,nan,nan,7.583333333333333,31.666666666666668
2010-03-17,nan,nan,2.4583333333333335,31.083333333333332
2010-03-18,1.9542108880756506,0.37320496576728335,3.2916666666666665,29.166666666666668
2010-03-19,nan,nan,3.375,30.541666666666668
2010-03-20,1.1844022149022442,0.32174508507292504,5.0,34.458333333333336
2010-03-21,-1.3690902348959231,-0.50623708556055969,6.5,55.333333333333336
2010-03-22,nan,nan,5.625,91.416666666666671
2010-03-23,nan,nan,6.166666666666667,90.416666666666671
2010-03-24,nan,nan,11.625,40.833333333333336
2010-03-25,nan,nan,4.25,43.625
2010-03-26,0.13528784049424308,0.07158132911983614,10.260869565217391,54.217391304347828
2010-03-27,nan,nan,7.75,40.125
2010-03-28,nan,nan,8.125,76.166666666666671
2010-03-29,nan,nan,6.166666666666667,95.916666666666671
2010-03-30,nan,nan,nan,92.599999999999994
2010-03-31,nan,nan,nan,78.099999999999994
2010-04-03,nan,nan,6.4000000000000004,92.599999999999994
2010-04-05,nan,nan,7.583333333333333,50.333333333333336
2010-04-06,nan,nan,4.7000000000000002,63.399999999999999
2010-04-07,nan,nan,8.375,25.0
2010-04-10,nan,nan,9.8333333333333339,35.125
2010-04-11,nan,0.0,7.0,25.0
2010-04-13,nan,nan,3.2000000000000002,63.200000000000003
2010-04-15,nan,nan,nan,36.38095238095238
2010-04-17,nan,nan,7.666666666666667,49.333333333333336
2010-04-18,nan,nan,7.6363636363636367,47.090909090909093
2010-04-22,nan,nan,nan,31.600000000000001
2010-04-24,nan,nan,6.0,40.75
2010-04-26,nan,nan,nan,93.599999999999994
2010-04-29,nan,nan,3.0,27.0
2010-05-01,nan,nan,4.7142857142857144,50.285714285714285
