Date,Slope,R-Value,Wind Speed,Relative Humidity
2010-01-01,nan,nan,4.666666666666667,78.055555555555557
2010-01-04,nan,nan,9.9000000000000004,54.799999999999997
2010-01-05,nan,nan,10.166666666666666,54.666666666666664
2010-01-09,nan,nan,7.833333333333333,36.0
2010-01-10,nan,nan,6.75,44.0
2010-01-11,nan,nan,7.1363636363636367,49.31818181818182
2010-01-15,nan,nan,8.4000000000000004,57.0
2010-01-16,nan,nan,6.5652173913043477,55.0
2010-01-17,nan,nan,nan,85.049999999999997
2010-01-18,nan,nan,nan,71.5
2010-01-20,nan,nan,2.6000000000000001,62.600000000000001
2010-01-21,nan,nan,2.0,48.07692307692308
2010-01-24,nan,nan,2.4782608695652173,83.347826086956516
2010-01-25,nan,nan,nan,86.409090909090907
2010-01-28,nan,nan,13.9,45.299999999999997
2010-01-29,nan,nan,10.266666666666667,39.133333333333333
2010-01-30,nan,nan,9.0,47.799999999999997
2010-02-01,nan,nan,8.0416666666666661,42.25
2010-02-02,nan,nan,4.5,54.0
2010-02-03,nan,nan,5.541666666666667,76.0
2010-02-04,-0.0015213539950847644,-0.4524761771898656,8.8333333333333339,39.916666666666664
2010-02-05,-0.00091002010988647697,-0.4699967748122178,4.708333333333333,48.125
2010-02-06,0.00027696874231587554,0.34399228332001391,13.916666666666666,49.916666666666664
2010-02-07,-0.00094498023339051806,-0.45385183001239743,10.041666666666666,49.083333333333336
2010-02-08,-0.00046855266679082043,-0.18010581690244651,9.6666666666666661,50.625
2010-02-09,-0.00076375344122370725,-0.16560200764907546,5.083333333333333,56.333333333333336
2010-02-10,-0.0012184043158183825,-0.28084408186024412,11.708333333333334,91.958333333333329
2010-02-11,-0.001398346624039769,-0.55540838462042508,11.708333333333334,57.75
2010-02-12,-0.00041251865824118032,-0.13228483618995143,8.3333333333333339,51.666666666666664
2010-02-13,-0.0033062363487870458,-0.73581837691049379,8.7083333333333339,53.958333333333336
2010-02-14,0.0012510198531411473,0.33281322831830557,9.0416666666666661,55.958333333333336
2010-02-15,-0.0042823906945378713,-0.49243382140033359,7.166666666666667,58.333333333333336
2010-02-16,-0.0015981526810181443,-0.37246848516244557,5.708333333333333,89.875
2010-02-17,-0.00070543139486215509,-0.17653449185588513,8.125,67.125
2010-02-18,-0.00057845006971619364,-0.22560400859441224,9.7916666666666661,60.458333333333336
2010-02-19,0.00058521743123695225,0.29527304323520709,11.416666666666666,54.666666666666664
2010-02-20,-9.7461000051367609e-05,-0.035959172138530587,8.1666666666666661,59.625
2010-02-21,-0.0028040377799951823,-0.49637433326272179,9.4583333333333339,45.041666666666664
2010-02-22,0.001104260598391504,0.3648517598044716,6.25,57.583333333333336
2010-02-23,7.246556356657911e-05,0.024779516076150889,14.291666666666666,93.25
2010-02-24,-0.00037143014257738188,-0.23158491305281612,7.625,90.5
2010-02-25,0.00012833080679046309,0.07463771766736374,nan,93.708333333333329
2010-02-26,-0.0004623183185136146,-0.18432384846669847,nan,90.75
2010-02-27,-0.0012796302615863183,-0.37793291896554526,nan,79.0
2010-02-28,-4.0918843076236539e-05,-0.009747519573695268,3.8333333333333335,73.166666666666671
2010-03-01,nan,nan,9.75,58.541666666666664
2010-03-02,nan,nan,5.375,66.333333333333329
2010-03-03,0.00058094175226206261,0.23092298144606957,10.458333333333334,78.416666666666671
2010-03-04,nan,nan,7.875,53.375
2010-03-05,-0.00046502874703498577,-0.19882537530852792,7.541666666666667,43.708333333333336
2010-03-06,-0.00048153348629948926,-0.34784748059057191,7.083333333333333,26.5
2010-03-07,0.0021692363904399427,0.18461050586275296,7.125,35.5
2010-03-08,0.0,0.0,7.208333333333333,35.375
2010-03-09,0.0,0.0,4.458333333333333,35.375
2010-03-10,nan,nan,4.958333333333333,43.666666666666664
2010-03-11,nan,nan,8.9166666666666661,69.958333333333329
2010-03-12,nan,nan,nan,83.375
2010-03-13,nan,nan,23.166666666666668,94.125
2010-03-14,nan,nan,14.625,89.416666666666671
2010-03-15,nan,nan,11.5,82.666666666666671
2010-03-16,nan,nan,7.583333333333333,31.666666666666668
2010-03-17,-0.002451690562086755,-0.37961928040349169,2.4583333333333335,31.083333333333332
2010-03-18,nan,nan,3.2916666666666665,29.166666666666668
2010-03-19,-0.0027351494266801214,-0.25594367687794745,3.375,30.541666666666668
2010-03-20,-0.0033579275311143102,-0.37174109116092646,5.0,34.458333333333336
2010-03-21,-0.00086627999774178369,-0.079240942152293964,6.5,55.333333333333336
2010-03-22,nan,nan,5.625,91.416666666666671
2010-03-23,0.00087633699420709438,0.19810028623406331,6.166666666666667,90.416666666666671
2010-03-24,-0.0027754922433115745,-0.40103789365528569,11.625,40.833333333333336
2010-03-25,-0.0015787012623315461,-0.2768298897981899,4.25,43.625
2010-03-26,0.0023449839963483109,0.31643834323532921,10.25,55.375
2010-03-27,-0.0006177678559625893,-0.38826162136411169,7.75,40.125
2010-03-28,0.00028557424153710068,0.24743479272429533,8.125,76.166666666666671
2010-03-29,0.00037073039848915389,0.10800762622750701,6.166666666666667,95.916666666666671
2010-03-30,0.00012119722958483144,0.273692723797196,10.5,92.041666666666671
2010-03-31,nan,nan,nan,77.80952380952381
2010-04-03,nan,nan,7.1818181818181817,83.545454545454547
2010-04-04,nan,nan,3.0,25.0
2010-04-06,nan,nan,5.1538461538461542,59.92307692307692
2010-04-09,nan,nan,nan,62.68181818181818
2010-04-10,nan,nan,7.375,29.0
2010-04-11,nan,nan,6.833333333333333,31.958333333333332
2010-04-14,nan,nan,5.1428571428571432,26.0
2010-04-15,nan,nan,8.1666666666666661,43.333333333333336
2010-04-18,nan,nan,7.9230769230769234,46.769230769230766
2010-04-21,nan,nan,8.9090909090909083,73.63636363636364
2010-04-23,nan,nan,6.25,24.75
2010-04-27,nan,0.0,5.0,62.0
2010-05-02,nan,nan,5.4210526315789478,62.10526315789474
2010-05-03,nan,nan,3.6000000000000001,69.200000000000003
2010-05-05,nan,nan,6.75,50.125
2010-05-06,nan,nan,9.0,32.625
2010-05-07,nan,nan,4.666666666666667,56.555555555555557
2010-05-08,nan,nan,13.125,49.4375
2010-05-09,nan,0.0,5.0,49.0
2010-05-10,nan,nan,8.1304347826086953,36.434782608695649
2010-05-11,nan,nan,3.0,48.214285714285715
2010-05-12,nan,nan,5.333333333333333,93.0
2010-05-14,nan,nan,7.666666666666667,80.333333333333329
2010-05-15,nan,nan,5.4000000000000004,44.799999999999997
2010-05-16,nan,nan,4.2608695652173916,46.608695652173914
2010-05-18,nan,nan,14.0,93.857142857142861
2010-05-20,nan,nan,5.7999999999999998,47.5
2010-05-22,nan,nan,6.4444444444444446,65.555555555555557
2010-05-23,nan,nan,7.166666666666667,79.833333333333329
2010-05-28,nan,nan,2.9166666666666665,69.375
2010-06-05,nan,nan,7.5238095238095237,59.857142857142854
2010-06-06,nan,nan,10.538461538461538,55.692307692307693
2010-06-07,nan,nan,6.791666666666667,42.958333333333336
2010-06-09,nan,nan,6.5,98.5
2010-06-10,nan,nan,3.6666666666666665,75.5
2010-06-12,nan,nan,4.2000000000000002,68.799999999999997
2010-06-14,nan,nan,1.0,84.0
2010-06-15,nan,nan,3.0,45.0
2010-06-17,nan,nan,5.333333333333333,70.666666666666671
2010-06-19,nan,nan,4.8260869565217392,71.260869565217391
2010-06-20,nan,nan,3.6956521739130435,65.565217391304344
2010-06-21,nan,nan,2.625,45.875
2010-06-24,nan,nan,5.333333333333333,52.555555555555557
2010-06-26,nan,0.0,0.0,62.0
2010-06-28,nan,nan,6.5625,62.375
2010-07-02,nan,nan,5.0,40.649999999999999
2010-07-03,nan,nan,6.5,44.5
2010-07-04,nan,nan,6.0,41.5
2010-07-05,nan,nan,3.0,40.130434782608695
2010-07-08,nan,nan,4.0,83.5
2010-07-10,nan,nan,4.1428571428571432,74.714285714285708
2010-07-11,nan,nan,4.6842105263157894,60.157894736842103
2010-07-12,nan,nan,6.4615384615384617,51.692307692307693
2010-07-13,nan,nan,4.7000000000000002,87.099999999999994
2010-07-15,nan,nan,5.5238095238095237,73.142857142857139
2010-07-17,nan,nan,5.8499999999999996,50.899999999999999
2010-07-18,nan,nan,4.2857142857142856,44.285714285714285
2010-07-19,nan,nan,4.3529411764705879,66.705882352941174
2010-07-20,nan,nan,4.2000000000000002,51.600000000000001
2010-07-24,nan,nan,nan,58.521739130434781
2010-07-28,nan,nan,7.0,57.857142857142854
2010-07-30,nan,nan,4.9000000000000004,41.399999999999999
2010-08-01,nan,nan,nan,60.888888888888886
2010-08-02,nan,nan,nan,57.75
2010-08-03,7.0853474543015506e-06,0.0017617612494854917,7.083333333333333,65.25
2010-08-04,-0.0019859764385060639,-0.29179130292329242,5.375,69.958333333333329
2010-08-05,-0.0047616094528188822,-0.69256175942397469,6.666666666666667,63.708333333333336
2010-08-06,nan,nan,nan,49.38095238095238
2010-08-07,nan,nan,nan,50.409090909090907
2010-08-08,-0.0050515989466260606,-0.41040543773631172,6.666666666666667,67.583333333333329
2010-08-09,-0.0021901821031285414,-0.22295369279097907,5.875,61.708333333333336
2010-08-10,-0.0044487581904389239,-0.49608017010778704,3.2916666666666665,56.125
2010-08-11,nan,nan,nan,64.368421052631575
2010-08-12,0.0018237867295753251,0.55890282232355026,5.916666666666667,81.041666666666671
2010-08-13,-0.0020461683877041077,-0.54747390888738778,7.333333333333333,62.375
2010-08-14,nan,nan,nan,55.869565217391305
2010-08-15,nan,nan,nan,77.61904761904762
